generation,best_individual_fitness,mean_fitness,tree
27,248.80449378146204,527.62063,"(* (- (- (min (if NPT TimeInSystem TimeInSystem) (+ NPT SLACK)) (+ (if _1 PT _0.5) (max _5 _0.5))) (if (+ (exp _10) (exp _10)) (* (min _0.1 _2) (if _0.5 LLD TimeInQueue)) (- (if NPT TimeInSystem TimeInSystem) (exp _0)))) (max (- (min _0.5 (- (min (+ RemProcTime NPT) (+ _5 _1)) (- (/ _0.5 SSD) (if RemProcTime PT _0.5)))) (- (/ _0.5 SSD) (if _1 PT OpsLeft))) (min (exp (if (min _0.1 _2) PT _0.5)) (- (min (if NPT TimeInSystem TimeInSystem) (min (+ RemProcTime NPT) (+ _5 _1))) (+ (if RemProcTime PT _0.5) (max _5 _0.5))))))"
28,248.80449378146204,510.02949,"(* (- (- (min (if NPT TimeInSystem TimeInSystem) (+ NPT SLACK)) (+ (if _1 PT _0.5) (max _5 _0.5))) (if (+ (exp _10) (exp _10)) (* (min _0.1 _2) (if _0.5 LLD TimeInQueue)) (- (if NPT TimeInSystem TimeInSystem) (exp _0)))) (max (- (min _0.5 (- (min (+ RemProcTime NPT) (+ _5 _1)) (- (/ _0.5 SSD) (if RemProcTime PT _0.5)))) (- (/ _0.5 SSD) (if _1 PT OpsLeft))) (min (exp (if (min _0.1 _2) PT _0.5)) (- (min (if NPT TimeInSystem TimeInSystem) (min (+ RemProcTime NPT) (+ _5 _1))) (+ (if RemProcTime PT _0.5) (max _5 _0.5))))))"
29,248.80446551769992,682.96403,"(* (- (- (min (if NPT TimeInSystem TimeInSystem) (+ NPT SLACK)) (+ (if _1 PT (min _0.1 _2)) (max _5 _0.5))) (if (+ (exp _10) (- (min _0.5 (+ _5 _1)) (- (/ _0.5 SSD) (if _1 PT OpsLeft)))) (* (min _0.1 _2) (if _0.5 LLD TimeInQueue)) (- (if NPT TimeInSystem TimeInSystem) (exp _0)))) (max (- (min _0.5 (min (+ RemProcTime NPT) (+ _5 _1))) (- (/ _0.5 SSD) (if _1 PT OpsLeft))) (min (exp (+ (exp _10) (exp _10))) (- (min (if NPT TimeInSystem TimeInSystem) (+ NPT SLACK)) (* (min _0.1 _2) (if _0.5 LLD TimeInQueue))))))"
30,248.8043980060601,567.16646,"(* (- (- (min (if NPT TimeInSystem TimeInSystem) (+ NPT SLACK)) (+ (if _1 PT _0.5) (max _5 _0.5))) (if (+ (exp _10) (exp _10)) (* (min _0.1 _2) (if _0.5 LLD TimeInQueue)) (- (if NPT TimeInSystem TimeInSystem) (exp _0)))) (max (- (min _0.5 (- (min (min _0.1 _2) (+ _5 _1)) (- (/ _0.5 SSD) (if RemProcTime PT _0.5)))) (- (/ _0.5 SSD) (if _1 PT OpsLeft))) (min (exp (if (min _0.1 _2) PT _0.5)) (- (min (if NPT TimeInSystem TimeInSystem) (min (+ RemProcTime NPT) (+ _5 _1))) (+ (/ _0.5 SSD) (max _5 _0.5))))))"
31,248.8043980060601,743.83025,"(* (- (- (min (if NPT TimeInSystem TimeInSystem) (+ NPT SLACK)) (+ (if _1 PT _0.5) (max _5 _0.5))) (if (+ (exp _10) (exp _10)) (* (min _0.1 _2) (if _0.5 LLD TimeInQueue)) (- (if NPT TimeInSystem TimeInSystem) (exp _0)))) (max (- (min _0.5 (- (min (min _0.1 _2) (+ _5 _1)) (- (/ _0.5 SSD) (if RemProcTime PT _0.5)))) (- (/ _0.5 SSD) (if _1 PT OpsLeft))) (min (exp (if (min _0.1 _2) PT _0.5)) (- (min (if NPT TimeInSystem TimeInSystem) (min (+ RemProcTime NPT) (+ _5 _1))) (+ (/ _0.5 SSD) (max _5 _0.5))))))"
32,248.80439192227854,593.54121,"(* (- (- (min (if NPT TimeInSystem TimeInSystem) (+ NPT SLACK)) (+ (if _1 PT _0.5) (max _5 _0.5))) (if (+ (exp _10) (exp _10)) (* (min _0.1 _2) (if _0.5 LLD TimeInQueue)) (- (if NPT TimeInSystem TimeInSystem) (if _1 PT OpsLeft)))) (max (- (min _0.5 (- (min (+ RemProcTime NPT) (+ _5 _1)) (min _0.1 _2))) (- (/ _0.5 SSD) (if _1 PT OpsLeft))) (min (exp (if (min _0.1 _2) PT _0.5)) (- (min (if NPT TimeInSystem TimeInSystem) (min (+ RemProcTime NPT) (+ _5 _1))) (+ (if RemProcTime PT _0.5) (max _5 _0.5))))))"
33,248.80439192227854,563.55489,"(* (- (- (min (if NPT TimeInSystem TimeInSystem) (+ NPT SLACK)) (+ (if _1 PT _0.5) (max _5 _0.5))) (if (+ (exp _10) (exp _10)) (* (min _0.1 _2) (if _0.5 LLD TimeInQueue)) (- (if NPT TimeInSystem TimeInSystem) (if _1 PT OpsLeft)))) (max (- (min _0.5 (- (min (+ RemProcTime NPT) (+ _5 _1)) (min _0.1 _2))) (- (/ _0.5 SSD) (if _1 PT OpsLeft))) (min (exp (if (min _0.1 _2) PT _0.5)) (- (min (if NPT TimeInSystem TimeInSystem) (min (+ RemProcTime NPT) (+ _5 _1))) (+ (if RemProcTime PT _0.5) (max _5 _0.5))))))"
34,248.80439192227854,682.56396,"(* (- (- (min (if NPT TimeInSystem TimeInSystem) (+ NPT SLACK)) (+ (if _1 PT _0.5) (max _5 _0.5))) (if (+ (exp _10) (exp _10)) (* (min _0.1 _2) (if _0.5 LLD TimeInQueue)) (- (if NPT TimeInSystem TimeInSystem) (if _1 PT OpsLeft)))) (max (- (min _0.5 (- (min (+ RemProcTime NPT) (+ _5 _1)) (min _0.1 _2))) (- (/ _0.5 SSD) (if _1 PT OpsLeft))) (min (exp (if (min _0.1 _2) PT _0.5)) (- (min (if NPT TimeInSystem TimeInSystem) (min (+ RemProcTime NPT) (+ _5 _1))) (+ (if RemProcTime PT _0.5) (max _5 _0.5))))))"
35,248.80439192227854,554.14401,"(* (- (- (min (if NPT TimeInSystem TimeInSystem) (+ NPT SLACK)) (+ (if _1 PT _0.5) (max _5 _0.5))) (if (+ (exp _10) (exp _10)) (* (min _0.1 _2) (if _0.5 LLD TimeInQueue)) (- (if NPT TimeInSystem TimeInSystem) (if _1 PT OpsLeft)))) (max (- (min _0.5 (- (min (+ RemProcTime NPT) (+ _5 _1)) (min _0.1 _2))) (- (/ _0.5 SSD) (if _1 PT OpsLeft))) (min (exp (if (min _0.1 _2) PT _0.5)) (- (min (if NPT TimeInSystem TimeInSystem) (min (+ RemProcTime NPT) (+ _5 _1))) (+ (if RemProcTime PT _0.5) (max _5 _0.5))))))"
36,248.80437968366368,637.27164,"(* (- (- (min (if NPT TimeInSystem TimeInSystem) (+ NPT SLACK)) (+ (if _1 PT _0.5) (max _5 _0.5))) (if (+ (exp _10) (exp _10)) (* (min _0.1 _2) (if _0.5 LLD TimeInQueue)) (- (if _1 PT _0.5) (if _1 PT OpsLeft)))) (max (- (min _0.5 (- (min (+ RemProcTime NPT) (+ _5 _1)) (min _0.1 _2))) (- (/ _0.5 SSD) (if _1 PT OpsLeft))) (min (exp (if (min _0.1 _2) PT _0.5)) (- (min (if NPT TimeInSystem TimeInSystem) (min (+ RemProcTime NPT) (+ _5 _1))) RemProcTime))))"
37,248.80433109356704,748.93922,"(* (- (- (min (if NPT TimeInSystem TimeInSystem) (+ NPT SLACK)) (+ (if _1 PT _0.5) (max _5 _0.5))) (if (+ (exp _10) (exp (* (min _0.1 _2) (if _0.5 LLD TimeInQueue)))) (* (min _0.1 _2) (if _0.5 LLD TimeInQueue)) (- (if NPT TimeInSystem TimeInSystem) (if _1 PT OpsLeft)))) (max (- (min _0.5 (- (min (+ RemProcTime NPT) (+ _5 _1)) (min _0.1 _2))) (- (/ _0.5 SSD) (if _1 PT OpsLeft))) (min (exp (if (min _0.1 _2) PT _0.5)) (- (min (if NPT TimeInSystem TimeInSystem) (min (+ RemProcTime NPT) (+ _5 _1))) (max _5 _0.5)))))"
38,248.80433109356704,598.54819,"(* (- (- (min (if NPT TimeInSystem TimeInSystem) (+ NPT SLACK)) (+ (if _1 PT _0.5) (max _5 _0.5))) (if (+ (exp _10) (exp (* (min _0.1 _2) (if _0.5 LLD TimeInQueue)))) (* (min _0.1 _2) (if _0.5 LLD TimeInQueue)) (- (if NPT TimeInSystem TimeInSystem) (if _1 PT OpsLeft)))) (max (- (min _0.5 (- (min (+ RemProcTime NPT) (+ _5 _1)) (min _0.1 _2))) (- (/ _0.5 SSD) (if _1 PT OpsLeft))) (min (exp (if (min _0.1 _2) PT _0.5)) (- (min (if NPT TimeInSystem TimeInSystem) (min (+ RemProcTime NPT) (+ _5 _1))) (max _5 _0.5)))))"
39,248.80433109356704,672.22710,"(* (- (- (min (if NPT TimeInSystem TimeInSystem) (+ NPT SLACK)) (+ (if _1 PT _0.5) (max _5 _0.5))) (if (+ (exp _10) (exp (* (min _0.1 _2) (if _0.5 LLD TimeInQueue)))) (* (min _0.1 _2) (if _0.5 LLD TimeInQueue)) (- (if NPT TimeInSystem TimeInSystem) (if _1 PT OpsLeft)))) (max (- (min _0.5 (- PT (min _0.1 _2))) (- (/ _0.5 SSD) (if _1 PT OpsLeft))) (min (exp (if (min _0.1 _2) PT _0.5)) (- (min (if NPT TimeInSystem TimeInSystem) (min (+ RemProcTime NPT) (+ _5 _1))) (max _5 _0.5)))))"
40,248.80433109356704,575.51149,"(* (- (- (min (if NPT TimeInSystem TimeInSystem) (+ NPT SLACK)) (+ (if _1 PT _0.5) (max _5 _0.5))) (if (+ (exp _10) (exp (* (min _0.1 _2) (if _0.5 LLD TimeInQueue)))) (* (min _0.1 _2) (if _0.5 LLD TimeInQueue)) (- (if NPT TimeInSystem TimeInSystem) (if _1 PT OpsLeft)))) (max (- (min _0.5 (- PT (min _0.1 _2))) (- (/ _0.5 SSD) (if _1 PT OpsLeft))) (min (exp (if (min _0.1 _2) PT _0.5)) (- (min (if NPT TimeInSystem TimeInSystem) (min (+ RemProcTime NPT) (+ _5 _1))) (max _5 _0.5)))))"
41,248.80433109356704,575.09890,"(* (- (- (min (if NPT TimeInSystem TimeInSystem) (+ NPT SLACK)) (+ (if _1 PT _0.5) (max _5 _0.5))) (if (+ (exp _10) (exp (* (if _1 PT OpsLeft) (if _0.5 LLD TimeInQueue)))) (* (min _0.1 _2) (if _0.5 LLD TimeInQueue)) (- (if NPT TimeInSystem TimeInSystem) (if _1 PT OpsLeft)))) (max (- (min _0.5 (- (min (+ RemProcTime NPT) (+ _5 _1)) (min _0.1 _2))) (- (/ _0.5 SSD) (if _1 PT OpsLeft))) (min (exp (if (min _0.1 _2) PT _0.5)) (- (min (if NPT TimeInSystem TimeInSystem) (min (+ RemProcTime NPT) (+ _5 _1))) (max _5 _0.5)))))"
42,248.80433109356704,646.23497,"(* (- (- (min (if NPT TimeInSystem TimeInSystem) (+ NPT SLACK)) (+ (if _1 PT _0.5) (max _5 _0.5))) (if (+ (exp _10) (exp (* (min _0.1 _2) (if _0.5 LLD TimeInQueue)))) (* (min _0.1 _2) (if _0.5 LLD TimeInQueue)) (- (if NPT TimeInSystem TimeInSystem) (if _1 PT OpsLeft)))) (max (- (min _0.5 (- (min (+ RemProcTime NPT) (+ _5 _1)) (min _0.1 _2))) (- (/ _0.5 SSD) (if _1 PT OpsLeft))) (min (- (min (+ RemProcTime NPT) (+ _5 _1)) (min _0.1 _2)) (- (min (if NPT TimeInSystem TimeInSystem) (min (+ RemProcTime NPT) (+ _5 _1))) (max _5 _0.5)))))"
43,248.80432666139708,534.97435,"(* (- (- (min (if NPT TimeInSystem TimeInSystem) (+ NPT SLACK)) (+ (if _1 PT _0.5) (max _5 _0.5))) (if (min _0.5 (- PT (min _0.1 _2))) (* (min _0.1 _2) (if _0.5 LLD TimeInQueue)) (- (if NPT TimeInSystem TimeInSystem) (if _1 PT OpsLeft)))) (max (- (min _0.5 (- PT (min _0.1 _2))) (- (/ _0.5 SSD) (if _1 PT OpsLeft))) (min (exp (if (min _0.1 _2) PT _0.5)) (- (min (if NPT TimeInSystem TimeInSystem) (min (+ RemProcTime NPT) (+ _5 _1))) (max _5 _0.5)))))"
44,248.80432666139708,512.15619,"(* (- (- (min (if NPT TimeInSystem TimeInSystem) (+ NPT SLACK)) (+ (if _1 PT _0.5) (max _5 _0.5))) (if (min _0.5 (- PT (min _0.1 _2))) (* (min _0.1 _2) (if _0.5 LLD TimeInQueue)) (- (if NPT TimeInSystem TimeInSystem) (if _1 PT OpsLeft)))) (max (- (min _0.5 (- PT (min _0.1 _2))) (- (/ _0.5 SSD) (if _1 PT OpsLeft))) (min (exp (if (min _0.1 _2) PT _0.5)) (- (min (if NPT TimeInSystem TimeInSystem) (min (+ RemProcTime NPT) (+ _5 _1))) (max _5 _0.5)))))"
45,248.80432666139708,532.39925,"(* (- (- (min (if NPT TimeInSystem TimeInSystem) (+ NPT SLACK)) (+ (if _1 PT _0.5) (max _5 _0.5))) (if (min _0.5 (- PT (min _0.1 _2))) (* (min _0.1 _2) (if _0.5 LLD TimeInQueue)) (- (if NPT TimeInSystem TimeInSystem) (if _1 PT OpsLeft)))) (max (- (min _0.5 (- PT (min _0.1 _2))) (- (/ _0.5 SSD) (if _1 PT OpsLeft))) (min (exp (if (min _0.1 _2) PT _0.5)) (- (min (if NPT TimeInSystem TimeInSystem) (min (+ RemProcTime NPT) (+ _5 _1))) (max _5 _0.5)))))"
46,248.80432666139708,553.07610,"(* (- (- (min (if NPT TimeInSystem TimeInSystem) (+ NPT SLACK)) (+ (if _1 PT _0.5) (max _5 _0.5))) (if (min _0.5 (- PT (min _0.1 _2))) (* (min _0.1 _2) (if _0.5 LLD TimeInQueue)) (- (if NPT TimeInSystem TimeInSystem) (if _1 PT OpsLeft)))) (max (- (min _0.5 (- PT (min _0.1 _2))) (- (/ _0.5 SSD) (if _1 PT OpsLeft))) (min (exp (if (min _0.1 _2) PT _0.5)) (- (min (if NPT TimeInSystem TimeInSystem) (min (+ RemProcTime NPT) (+ _5 _1))) (max _5 _0.5)))))"
47,248.80432666139708,604.52124,"(* (- (- (min (if NPT TimeInSystem TimeInSystem) (+ NPT SLACK)) (+ (if _1 PT _0.5) (max _5 _0.5))) (if (min _0.5 (- PT (min _0.1 _2))) (* (min _0.1 _2) (if _0.5 LLD TimeInQueue)) (- (if NPT TimeInSystem TimeInSystem) (if _1 PT OpsLeft)))) (max (- (min _0.5 (- PT (min _0.1 _2))) (- (/ _0.5 SSD) (if _1 PT OpsLeft))) (min (exp (if (min _0.1 _2) PT _0.5)) (- (min (if NPT TimeInSystem TimeInSystem) (min (+ RemProcTime NPT) (+ _5 _1))) (max _5 _0.5)))))"
48,248.80432666139708,549.68228,"(* (- (- (min (if NPT TimeInSystem TimeInSystem) (+ NPT SLACK)) (+ (if _1 PT _0.5) (max _5 _0.5))) (if (min _0.5 (- PT (min _0.1 _2))) (* (min _0.1 _2) (if _0.5 LLD TimeInQueue)) (- (if NPT TimeInSystem TimeInSystem) (if _1 PT OpsLeft)))) (max (- (min _0.5 (- PT (min _0.1 _2))) (- (/ _0.5 SSD) (if _1 PT OpsLeft))) (min (exp (if (min _0.1 _2) PT _0.5)) (- (min (if NPT TimeInSystem TimeInSystem) (min (+ RemProcTime NPT) (+ _5 _1))) (max _5 _0.5)))))"
49,248.80432666139708,415.24386,"(* (- (- (min (if NPT TimeInSystem TimeInSystem) (+ NPT SLACK)) (+ (if _1 PT _0.5) (max _5 _0.5))) (if (min _0.5 (- PT (min _0.1 _2))) (* (min _0.1 _2) (if _0.5 LLD TimeInQueue)) (- (if NPT TimeInSystem TimeInSystem) (if _1 PT OpsLeft)))) (max (- (min _0.5 (- PT (min _0.1 _2))) (- (/ _0.5 SSD) (if _1 PT OpsLeft))) (min (exp (if WINQ PT _0.5)) (- (min (if NPT TimeInSystem TimeInSystem) (min (+ RemProcTime NPT) (+ _5 _1))) (max _5 _0.5)))))"
